-1,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
660,Director - Data Science,$155K - $197K (Glassdoor est.),"Apply bioinformatics, data science, molecular biology, and computer science expertise to drive projects developing and refining Caris’ clinico-molecular data……
Skills: Microsoft Word, Computer science, Microsoft Excel, Microsoft Outlook, Microsoft Office",3,Caris Life Sciences,"Boston, MA",Unknown,--,Company - Private,Biotechnology,Pharmaceutical & Biotechnology,Unknown / Non-Applicable
661,Senior Data Scientist - Product Insights,$130K - $190K (Glassdoor est.),"Master's, or PhD in engineering, applied science, or a related quantitative field such as physics or economics. Strong written and verbal communication skills.…
Skills: Power BI, Signal processing, R, Tableau, Databases",3,Plato Systems,"San Francisco, CA",Unknown,--,Company - Public,Metal & Mineral Manufacturing,Manufacturing,Unknown / Non-Applicable
662,Lead Data Scientist,$114K - $169K (Glassdoor est.),"Computer science, engineering, physics, cognitive science, or a related field; Expert knowledge in one or more technical domains of data science, such as.…
Skills: R, Analysis skills, Machine learning, Natural language processing, Data science",5,Mosaic Data Science,"Leesburg, VA",51 to 200 Employees,--,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
663,Sr Data Scientist,$120K - $152K (Glassdoor est.),"Bachelor’s degree in data science, information technology, data analysis, or related field with seven (7) or more years of applicable experience.…
Skills: TensorFlow, Power BI, Data modeling, R, Microsoft SQL Server",3.2,Consumers Energy,"Jackson, MI",5001 to 10000 Employees,1910,Subsidiary or Business Segment,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD)
664,Senior Data Scientist,$129K - $174K (Glassdoor est.),"; or a Bachelor’s degree in a quantitative field with 3+ years of experience. You will identify strategies and opportunities for customers to test and adopt……
Skills: Spark, R, Apache Hive, Java, SQL",3.6,TransUnion,"Chicago, IL",10000+ Employees,1968,Company - Public,Business Consulting,Management & Consulting,$1 to $5 billion (USD)
665,Senior Privacy Engineer - Generative AI & Privacy Technologies,$176K - $312K (Employer est.),"Partner with cryptographers and technical experts in SWE and AIML to develop our roadmap for privacy technologies, and provide guidance to engineers and leaders……
Skills: Machine learning, AI, Communication skills",4.1,Apple,"Cupertino, CA",10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
666,Data Scientist/ Data Engineer,$114K - $148K (Glassdoor est.),"Mentor others and share in-depth knowledge of their own job field and broad knowledge of several job disciplines within the function.…
Skills: Microsoft Word, Microsoft Excel, Microsoft Outlook, Microsoft Office, Agile",3.9,CBRE,"Richardson, TX",10000+ Employees,1906,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable
667,"iCloud - Data Scientist, ASE iCloud Data Organization",$176K - $312K (Employer est.),"Your academic background is in a quantitative field such as Mathematics, Statistics, Computer Science, Engineering, Economics, Physics, and etc.…
Skills: Spark, R, Git, Apache Hive, SQL",4.1,Apple,"Cupertino, CA",10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
668,Research Data Manager I,$60K - $82K (Glassdoor est.),"Boston Children’s Hospital offers competitive compensation and unmatched benefits including flexible schedules, affordable health, vision and dental insurance,……
Skills: Clinical research, Analysis skills, Natural language processing, Data entry",4,Boston Children's Hospital,"Boston, MA",5001 to 10000 Employees,1869,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
669,"Solutions Architect, Generative AI",$148K - $276K (Employer est.),"Develop tools and recipes which help enterprise explore, train, and deploy retrieval models and other components required in LLM RAG systems.…
Skills: TensorFlow, Enterprise software, Machine learning, Natural language processing, AI",4.6,NVIDIA,"Santa Clara, CA",10000+ Employees,1993,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD)
670,Staff Scientist - Airports,$203K - $226K (Employer est.),"Ability to design, develop, productionize, and operate econometric models, experiments, and frameworks to assess challenging causal problems such as product……
Skills: Pricing, R, Tableau, SQL, Analysis skills",3.9,Uber,"Seattle, WA",10000+ Employees,2009,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
671,Data Acquisition Manager,-1,"Bachelor’s Degree or Master’s Degree from an accredited university in Health Information Management, Data Science, or a related field.…
Skills: Power BI, Management, Medicare, Tableau, SQL",4.6,Tantus Technologies,Remote,51 to 200 Employees,2002,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD)
672,Data Scientist,$97K - $220K (Employer est.),"With an array of business resource groups and other opportunities for connection, you’ll develop your community in no time.…
Skills: Power BI, Military, DoD experience, Tableau, Analysis skills",4.2,Booz Allen,"Honolulu, HI",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD)
673,Data Scientist Mid-Level,$95K - $141K (Glassdoor est.),"Bachelor’s Degree in Computer Science or related technical field plus 4 years experience. Provide technical leadership in developing capabilities to detect……
Skills: TensorFlow, Computer science, Spark, Machine learning, Technical writing",4.8,"PeopleTec, Inc.","Arlington, VA",501 to 1000 Employees,2005,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
674,Senior Statistician,$116K - $174K (Employer est.),"This includes responsibility for design of studies, calculating of sample size and power, writing of statistical portions of protocol and statistical analysis……
Skills: SAS, R, Survival analysis, Statistical analysis, Analysis skills",3.8,Medtronic,"Mounds View, MN",10000+ Employees,1949,Company - Public,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD)
675,AI Compute Experiences - Product Manager Staff,$171K - $256K (Employer est.),"Bachelor's degree in Engineering, Information Systems, Computer Science, Humanities, or related field. Bachelor's degree in Computer Science, Data Science,……
Skills: Computer science, Windows, Machine learning, Product management, AI",4,Qualcomm,"San Diego, CA",10000+ Employees,1985,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
676,Senior Data Scientist - Marketing & Customer Analytics,$97K - $206K (Employer est.),"Lead the design, development, and enhancement of scalable data science solutions for CVS Pharmacy & Retail marketing from the start to the finish utilizing……
Skills: Statistics, Databases, SQL, Analysis skills, Experimental design",3.1,CVS Health,"Wellesley, MA",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
677,Applied Scientist,$98K - $154K (Glassdoor est.),"PhD in neuroscience, bioengineering, electrical engineering, or computer science with thesis work relevant to neural engineering or equivalent experience……
Skills: TensorFlow, Computer science, Management, Signal processing, Data analysis skills",3.6,"Paradromics, Inc.","Oakland, CA",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
678,Security Data Scientist--Duo Security,$83K - $134K (Glassdoor est.),"Application of data science tools to tackle problems in the security domain. Prioritizing and planning research work with collaborators such as engineering,……
Skills: Spark, R, Data analysis skills, SQL, AWS",4.6,Duo Security,"Ann Arbor, MI",501 to 1000 Employees,2010,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD)
679,Natural Language Processing and GenAI Lead,$49K - $73K (Glassdoor est.),"You will be involved in the design and implementation of applications and tools based on NLP and GenAI that will revolutionize the way that our software……
Skills: Data mining, Java, Analysis skills, C++, Machine learning",4.1,Gamma Technologies,"Westmont, IL",51 to 200 Employees,1994,Company - Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD)
680,"SVP, Data Analytics - Sr Lead Analyst (AI Strategy) (Hybrid)",$156K - $234K (Employer est.),"Independently analyzes large and complex datasets to support the design of analytics-driven solutions, including the development of data visualization tools and……
Skills: Microsoft Excel, Data analysis skills, Microsoft Office, Tableau, Project management",3.7,Citi,"Irving, TX",10000+ Employees,1812,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD)
681,Data Scientist,$91K - $123K (Glassdoor est.),"Proven technical expertise regarding data models, database design development, data mining and segmentation techniques. Data Analytics in Excel – advanced user.…
Skills: TensorFlow, Statistics, Research laboratory experience, Power BI, Microsoft Excel",3.5,Vertiv Group Corp,"Westerville, OH",10000+ Employees,2016,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 billion (USD)
682,"Data Engineer II, Amazon Search, Search Data Science",$119K - $206K (Employer est.),"We spend time on evaluating experiments to develop durable learnings. 3+ years of data engineering experience.…
Skills: Data modeling, Relational databases, Databases, AWS, S3",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
683,Data Scientist 3,-1,"Bachelor’s Degree must be in Mathematics, Applied Mathematics Statistics, Applied Statistics, Machine learning, Data Science, Operations Research, or Computer……
Skills: Computer science, Data mining, Data structures, Statistical analysis, Machine learning",-1,RealmOne,Maryland,-1,-1,-1,-1,-1,-1
684,Data Scientist,$88K - $142K (Glassdoor est.),"Familiarity with developing models and algorithms to automate the analysis and evaluation of large data sets. BS in Computer Science, Computer Engineering, or a……
Skills: Microsoft Office, Machine learning, Data science, AI, Communication skills",4.2,Linchpin Solutions Inc,"Wahiawa, HI",51 to 200 Employees,2014,Unknown,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
